title,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,address,neighborhood,street,city,postalCode,state,countryCode,website,emails,phone,phoneUnformatted,location/lat,location/lng,plusCode,categoryName
Dr. Fabio Kazuo Soejima,Clínica ortopédica,,,,,,"Fritz Muller Center - R. Berta Odebrecht, 66 - 7º andar - Sala 703 - Garcia, Blumenau - SC, 89020-403, Brasil",Garcia,"Fritz Muller Center - R. Berta Odebrecht, 66 - 7º andar - Sala 703",Blumenau,89020-403,Santa Catarina,BR,,,+55 47 3322-7496,+554733227496,"-26,9299794","-49,0549202","3WCW+22 Garcia, Blumenau - SC, Brasil",Clínica ortopédica
Clínica de Terapias Integradas Blumenau,Clínica especializada,,,,,,"Av. Martin Luther, 816 - Victor Konder, Blumenau - SC, 89012-010, Brasil",Victor Konder,"Av. Martin Luther, 816",Blumenau,89012-010,Santa Catarina,BR,,,+55 47 98835-2690,+5547988352690,"-26,9069135","-49,0728157","3WVG+6V Victor Konder, Blumenau - SC, Brasil",Clínica especializada
Itoupavafisio Clínica de Fisioterapia,Clínica de Fisioterapia,,,,,,"R. Henrique Bennertz, 189 - Itoupava Norte, Blumenau - SC, 89053-220, Brasil",Itoupava Norte,"R. Henrique Bennertz, 189",Blumenau,89053-220,Santa Catarina,BR,,,+55 47 3323-1361,+554733231361,"-26,8804684","-49,0840344","4W98+R9 Itoupava Norte, Blumenau - SC, Brasil",Clínica de Fisioterapia
Aniéle Humel - Studio de Pilates e Fisioterapia,Estúdio de pilates,Clínica de Fisioterapia,,,,,"Rua: Cila, 3536 - Vila Imperial, São José do Rio Preto - SP, 15015-800, Brasil",Vila Imperial,"Rua: Cila, 3536",São José do Rio Preto,15015-800,São Paulo,BR,,,+55 17 99628-9508,+5517996289508,"-20,8212819","-49,3845147","5JH8+F5 Vila Imperial, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Larissa Bastos - Studio de Pilates e Fisioterapia,Estúdio de pilates,Esteticista,Massoterapeuta,Fisioterapeuta,,,"Av. Gerassina Tavares, 990 - Sala 05/06 - Jardim Yolanda, São José do Rio Preto - SP, 15061-650, Brasil",Jardim Yolanda,"Av. Gerassina Tavares, 990 - Sala 05/06",São José do Rio Preto,15061-650,São Paulo,BR,,,+55 17 98117-8766,+5517981178766,"-20,802037","-49,3471226","5MX3+55 Jardim Yolanda, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Studio Pilates RPG Roberta Alonso,Estúdio de pilates,,,,,,"Av. Jesus Vila Nova Vidal, 605 - Santos Dumont, São José do Rio Preto - SP, 15020-060, Brasil",Santos Dumont,"Av. Jesus Vila Nova Vidal, 605",São José do Rio Preto,15020-060,São Paulo,BR,,,+55 17 99154-5255,+5517991545255,"-20,8158262","-49,4024914","5HMX+M2 Santos Dumont, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Pilates Club,Estúdio de pilates,,,,,,"R. São Paulo, 155 - sala 03 - Jardim Bordon, São José do Rio Preto - SP, 15060-035, Brasil",Jardim Bordon,"R. São Paulo, 155 - sala 03",São José do Rio Preto,15060-035,São Paulo,BR,,,+55 17 3363-5908,+551733635908,"-20,7953734","-49,3574914","6J3V+V2 Jardim Bordon, São José do Rio Preto - SP, Brasil",Estúdio de pilates
CliniFisio,Clínica de Fisioterapia,,,,,,"R. Sen. Souza Naves, 1987 - Jardim Londrilar, Londrina - PR, 86015-430, Brasil",Jardim Londrilar,"R. Sen. Souza Naves, 1987",Londrina,86015-430,Paraná,BR,,,+55 43 99636-3839,+5543996363839,"-23,3301298","-51,1575974","MR9R+WX Jardim Londrilar, Londrina - PR, Brasil",Clínica de Fisioterapia
Studio de Pilates Corpo e Mente Camila Freitas,Estúdio de pilates,,,,,,"Av. Anísio Haddad, 7370 - sala 2 - Posto Tropical Sul, São José do Rio Preto - SP, 15091-380, Brasil",Posto Tropical Sul,"Av. Anísio Haddad, 7370 - sala 2",São José do Rio Preto,15091-380,São Paulo,BR,,,+55 34 99974-4812,+5534999744812,"-20,8436716","-49,4031255","5H4W+GP São José do Rio Preto, São Paulo, Brasil",Estúdio de pilates
Studio Secafim | Pilates São José do Rio Preto,Estúdio de pilates,,,,,,"Av. Dr. Fernando Costa, 1651 - Jardim Primavera, São José do Rio Preto - SP, 15061-375, Brasil",Jardim Primavera,"Av. Dr. Fernando Costa, 1651",São José do Rio Preto,15061-375,São Paulo,BR,,,+55 17 99753-3071,+5517997533071,"-20,8026104","-49,3580019","5JWR+XQ Jardim Primavera, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Clínica MovPleno - Fisioterapia Especializada,Fisioterapeuta,Clínica de Fisioterapia,Estúdio de pilates,Clínica de Reabilitação,Aulas de yoga,,"R. Dom Lino Deodato Rodrigues de Carvalho, 675 - Jardim Primavera, Campinas - SP, 13026-480, Brasil",Jardim Primavera,"R. Dom Lino Deodato Rodrigues de Carvalho, 675",Campinas,13026-480,São Paulo,BR,,,+55 19 97804-8077,+5519978048077,"-22,9181479","-47,0452841","3XJ3+PV Jardim Primavera, Campinas - SP, Brasil",Fisioterapeuta
Daniel Otaka - Quiropraxia e Terapia,Clínica de Quiropraxia,,,,,,"Av. Imperatriz Dona Tereza Cristina, 850 - Jardim Guarani, Campinas - SP, 13100-200, Brasil",Jardim Guarani,"Av. Imperatriz Dona Tereza Cristina, 850",Campinas,13100-200,São Paulo,BR,,,+55 19 99215-0505,+5519992150505,"-22,9119336","-47,0356891","3XQ7+6P Jardim Guarani, Campinas - SP, Brasil",Clínica de Quiropraxia
"Clínica Pilates + Saúde Comasa - Pilates, Fisioterapia e Pole Sport",Estúdio de pilates,Osteopata,Fisioterapeuta,,,,"Lateral da Farmácia Preço Popular - R. Pref. Baltasar Buschle, 675 - Comasa, Joinville - SC, 89228-000, Brasil",Comasa,"Lateral da Farmácia Preço Popular - R. Pref. Baltasar Buschle, 675",Joinville,89228-000,Santa Catarina,BR,,,+55 47 99663-2755,+5547996632755,"-26,2835529","-48,8035037","P58W+HH Comasa, Joinville - SC, Brasil",Estúdio de pilates
"Clínica Nova Fisio - Fisioterapia, Pilates e RPG",Clínica de Fisioterapia,,,,,,"R. Alm. Barroso, 1289 - Vila Nova, Blumenau - SC, 89035-402, Brasil",Vila Nova,"R. Alm. Barroso, 1289",Blumenau,89035-402,Santa Catarina,BR,,,+55 47 3323-7922,+554733237922,"-26,9037108","-49,0907565","3WW5+GM Vila Nova, Blumenau - SC, Brasil",Clínica de Fisioterapia
Terapia e Movimento Studio de Pilates e Fisioterapia,Estúdio de pilates,Fisioterapeuta,,,,,"R. Dr. Plácido Olímpio de Oliveira, 984 - Bucarein, Joinville - SC, 89202-450, Brasil",Bucarein,"R. Dr. Plácido Olímpio de Oliveira, 984",Joinville,89202-450,Santa Catarina,BR,,,+55 47 98927-5121,+5547989275121,"-26,3110422","-48,8444648","M5Q4+H6 Bucarein, Joinville - SC, Brasil",Estúdio de pilates
Fisioterapia Blumenau,Clínica de Fisioterapia,,,,,,"R. Dr. Luiz de Freitas Melro, 430 - Centro, Blumenau - SC, 89010-310, Brasil",Centro,"R. Dr. Luiz de Freitas Melro, 430",Blumenau,89010-310,Santa Catarina,BR,,,+55 47 3340-5277,+554733405277,"-26,9239741","-49,063945","3WGP+CC Centro, Blumenau - SC, Brasil",Clínica de Fisioterapia
QualyFisio - Clínica de Fisioterapia - Blumenau,Clínica de Fisioterapia,Estúdio de pilates,,,,,"R. Gen. Osório, 512 - Velha, Blumenau - SC, 89041-300, Brasil",Velha,"R. Gen. Osório, 512",Blumenau,89041-300,Santa Catarina,BR,,,+55 47 3325-9781,+554733259781,"-26,920948","-49,1056149","3VHV+JQ Velha, Blumenau - SC, Brasil",Clínica de Fisioterapia
Studio Move Pilates,Estúdio de pilates,,,,,,"R. Pará, 1122 - 6º andar - sala 64 - Centro, Londrina - PR, 86010-450, Brasil",Centro,"R. Pará, 1122 - 6º andar - sala 64",Londrina,86010-450,Paraná,BR,,,+55 43 99159-4060,+5543991594060,"-23,3141321","-51,1622361","MRPQ+84 Centro, Londrina - PR, Brasil",Estúdio de pilates
Pilates Aline Longo,Estúdio de pilates,,,,,,"R. Marcílio Dias, 212 - salas 01 e 02 - Vila Fujita, Londrina - PR, 86015-620, Brasil",Vila Fujita,"R. Marcílio Dias, 212 - salas 01 e 02",Londrina,86015-620,Paraná,BR,,,+55 43 3341-9800,+554333419800,"-23,3333974","-51,1532072","MR8W+JP Vila Fujita, Londrina - PR, Brasil",Estúdio de pilates
Clínica Pilates e Medicina,Estúdio de pilates,,,,,,"R. Santos, 905 - Centro, Londrina - PR, 86020-041, Brasil",Centro,"R. Santos, 905",Londrina,86020-041,Paraná,BR,,,+55 43 99110-0335,+5543991100335,"-23,3137777","-51,1678273","MRPJ+FV Centro, Londrina - PR, Brasil",Estúdio de pilates
Opta Pilates,Estúdio de pilates,,,,,,"Av. Santos Dumont, 675 - Sala 02 - Boa Vista, Londrina - PR, 86039-090, Brasil",Boa Vista,"Av. Santos Dumont, 675 - Sala 02",Londrina,86039-090,Paraná,BR,,,+55 43 3301-7536,+554333017536,"-23,3197632","-51,1461452","MVJ3+3G Boa Vista, Londrina - PR, Brasil",Estúdio de pilates
Wave Pilates,Estúdio de pilates,,,,,,"R. Humaitá, 438 - sala 1 - Kennedy, Londrina - PR, 86015-100, Brasil",Kennedy,"R. Humaitá, 438 - sala 1",Londrina,86015-100,Paraná,BR,,,+55 43 99610-4720,+5543996104720,"-23,3217662","-51,171386","MRHH+7C Kennedy, Londrina - PR, Brasil",Estúdio de pilates
TwoPhysio,Estúdio de pilates,Clínica de Fisioterapia,,,,,"Av. Higienópolis, 1601 - Higienópolis, Londrina - PR, 86020-080, Brasil",Higienópolis,"Av. Higienópolis, 1601",Londrina,86020-080,Paraná,BR,,,+55 43 99612-7853,+5543996127853,"-23,3241459","-51,1672823","MRGM+83 Higienópolis, Londrina - PR, Brasil",Estúdio de pilates
Dr. Fabiano Caumo,Clínica ortopédica,,,,,,"Fritz Muller Center - R. Berta Odebrecht, 66 - 7º andar - sala 702 - Garcia, Blumenau - SC, 89020-403, Brasil",Garcia,"Fritz Muller Center - R. Berta Odebrecht, 66 - 7º andar - sala 702",Blumenau,89020-403,Santa Catarina,BR,,,+55 47 3322-7496,+554733227496,"-26,9299794","-49,0549202","3WCW+22 Garcia, Blumenau - SC, Brasil",Clínica ortopédica
fluidalepilates em londrina,Fisioterapeuta,Estúdio de pilates,,,,,"R. Santos, 541 - Centro, Londrina - PR, 86020-040, Brasil",Centro,"R. Santos, 541",Londrina,86020-040,Paraná,BR,,,+55 43 99901-0285,+5543999010285,"-23,3105917","-51,1678591","MRQJ+QV Centro, Londrina - PR, Brasil",Fisioterapeuta
IOT Inst. Ortop e Traumatol Campinas,Médico,,,,,,"R. Prof. Camilo Vanzolini, 256 - Vila Joao Jorge, Campinas - SP, 13041-303, Brasil",Vila Joao Jorge,"R. Prof. Camilo Vanzolini, 256",Campinas,13041-303,São Paulo,BR,,,+55 19 3234-8160,+551932348160,"-22,916428","-47,0593928","3WMR+C6 Vila Joao Jorge, Campinas - SP, Brasil",Médico
Pilates Gislaine Figueiredo,Estúdio de pilates,Fisioterapeuta,,,,,"R. Raul de Carvalho, 460 - Boa Vista, São José do Rio Preto - SP, 15025-300, Brasil",Boa Vista,"R. Raul de Carvalho, 460",São José do Rio Preto,15025-300,São Paulo,BR,,,+55 17 98801-0053,+5517988010053,"-20,8008175","-49,3818366","5JX9+M7 Boa Vista, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Face Clínica de Fisioterapia,Clínica de Fisioterapia,,,,,,"R. Júlio Ritscher, 94 - Garcia, Blumenau - SC, 89020-040, Brasil",Garcia,"R. Júlio Ritscher, 94",Blumenau,89020-040,Santa Catarina,BR,,,+55 47 3222-3459,+554732223459,"-26,9288568","-49,0594911","3WCR+F6 Garcia, Blumenau - SC, Brasil",Clínica de Fisioterapia
Tatiana Azem Studio de Pilates São José do Rio Preto,Estúdio de pilates,,,,,,"R. Raul de Carvalho, 1342 - Boa Vista, São José do Rio Preto - SP, 15025-300, Brasil",Boa Vista,"R. Raul de Carvalho, 1342",São José do Rio Preto,15025-300,São Paulo,BR,,,+55 17 99119-1437,+5517991191437,"-20,8063619","-49,3876818","5JV6+FW Boa Vista, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Renovare Studio Pilates,Estúdio de pilates,,,,,,"Av. Leais Paulista, 727 - Jardim Irajá, Ribeirão Preto - SP, 14020-650, Brasil",Jardim Irajá,"Av. Leais Paulista, 727",Ribeirão Preto,14020-650,São Paulo,BR,,,+55 16 98158-8062,+5516981588062,"-21,2043994","-47,79853","Q6W2+6H Jardim Irajá, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Studio Pilates Helena Vieira,Estúdio de pilates,,,,,,"R. José Mario Donizete Barone, 35 - City Ribeirão, Ribeirão Preto - SP, 14021-300, Brasil",City Ribeirão,"R. José Mario Donizete Barone, 35",Ribeirão Preto,14021-300,São Paulo,BR,,,+55 16 99717-0535,+5516997170535,"-21,2169952","-47,7811857","Q6M9+6G City Ribeirão, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Clínica Levity,Estúdio de pilates,,,,,,"R. Henrique Franco, 149 - Alto da Boa Vista, Ribeirão Preto - SP, 14025-280, Brasil",Alto da Boa Vista,"R. Henrique Franco, 149",Ribeirão Preto,14025-280,São Paulo,BR,,,+55 16 98199-2655,+5516981992655,"-21,1953619","-47,815852","R53M+VM Alto da Boa Vista, Ribeirão Preto - SP, Brasil",Estúdio de pilates
FC Fisioterapia e Reabilitação Esportiva,Clínica de Fisioterapia,,,,,,"R. Germano Stein, 249 - Sala 5A - América, Joinville - SC, 89204-090, Brasil",América,"R. Germano Stein, 249 - Sala 5A",Joinville,89204-090,Santa Catarina,BR,,,+55 47 99683-0261,+5547996830261,"-26,288417","-48,8459904","P563+JJ América, Joinville - SC, Brasil",Clínica de Fisioterapia
Clínica de Fisioterapia Start Moove,Clínica de Fisioterapia,,,,,,"Edifício Helbor Dual Offices, R. Expedicionário Holz, 550 - Sala 211 - Atiradores, Joinville - SC, 89201-740, Brasil",Atiradores,"Edifício Helbor Dual Offices, R. Expedicionário Holz, 550 - Sala 211",Joinville,89201-740,SC,BR,,,+55 47 99999-9873,+5547999999873,"-26,3003544","-48,8532901","M4XW+VM Atiradores, Joinville - SC, Brasil",Clínica de Fisioterapia
Pilates Camila Vega Rio Preto,Estúdio de pilates,Centro de bem-estar,,,,,"R. Silva Jardim, 2492 - Boa Vista, São José do Rio Preto - SP, 15025-165, Brasil",Boa Vista,"R. Silva Jardim, 2492",São José do Rio Preto,15025-165,São Paulo,BR,,,+55 17 99104-2534,+5517991042534,"-20,8088634","-49,3850082","5JR7+FX Boa Vista, São José do Rio Preto - SP, Brasil",Estúdio de pilates
Dr. Hannu Xavier,Osteopata,Clínica de Quiropraxia,,,,,"R. Eugênio Moreira, número 400 - Anita Garibaldi, Joinville - SC, 89202-101, Brasil",Anita Garibaldi,"R. Eugênio Moreira, número 400",Joinville,89202-101,Santa Catarina,BR,,,+55 47 3271-1991,+554732711991,"-26,3146493","-48,8478955","M5P2+4R Anita Garibaldi, Joinville - SC, Brasil",Osteopata
Rafael Hyppólito Massoterapia & Quiropraxia em Joinville,Massoterapeuta,Clínica de Quiropraxia,Massagista esportivo,,,,"R. Benjamin Constant, 1025 - América, Joinville - SC, 89204-361, Brasil",América,"R. Benjamin Constant, 1025",Joinville,89204-361,Santa Catarina,BR,,,+55 47 98868-5228,+5547988685228,"-26,2848208","-48,8593255","P48R+37 América, Joinville - SC, Brasil",Massoterapeuta
Quiropraxia & Shiatsu | Sugoi Terapias Orientais,Clínica de Quiropraxia,,,,,,"R. Alexandre Schlemm, 816 - sala 07 - Bucarein, Joinville - SC, 89202-181, Brasil",Bucarein,"R. Alexandre Schlemm, 816 - sala 07",Joinville,89202-181,Santa Catarina,BR,,,+55 47 99769-2826,+5547997692826,"-26,312097","-48,8491187","M5Q2+59 Bucarein, Joinville - SC, Brasil",Clínica de Quiropraxia
Akron Clinica de Quiropraxia,Clínica de Quiropraxia,,,,,,"Av. Dr. Albano Schulz, 865 - Sala 01 - Centro, Joinville - SC, 89201-220, Brasil",Centro,"Av. Dr. Albano Schulz, 865 - Sala 01",Joinville,89201-220,Santa Catarina,BR,,,+55 47 99179-4133,+5547991794133,"-26,297756","-48,8426357","P524+VW Centro, Joinville - SC, Brasil",Clínica de Quiropraxia
Dr. Wynner Reis,Fisioterapeuta,Clínica de Quiropraxia,,,,,"R. Rio do Sul, 60 - Bucarein, Joinville - SC, 89202-201, Brasil",Bucarein,"R. Rio do Sul, 60",Joinville,89202-201,Santa Catarina,BR,,,+55 47 99702-1134,+5547997021134,"-26,3088532","-48,8449518","M5R4+F2 Bucarein, Joinville - SC, Brasil",Fisioterapeuta
Rodrigo Monari - Médico Ortopedista e Traumatologista,Clínica ortopédica,Cirurgião ortopédico,,,,,"R. Berta Odebrecht, 66 - sala 1301 - Garcia, Blumenau - SC, 89020-430, Brasil",Garcia,"R. Berta Odebrecht, 66 - sala 1301",Blumenau,89020-430,Santa Catarina,BR,,,+55 47 3041-2425,+554730412425,"-26,9298047","-49,0551652","3WCV+3W Garcia, Blumenau - SC, Brasil",Clínica ortopédica
Rosana Borges Quiropraxia,Clínica de Quiropraxia,,,,,,"R. Jaraguá, 604 - América, Joinville - SC, 89204-650, Brasil",América,"R. Jaraguá, 604",Joinville,89204-650,Santa Catarina,BR,,,+55 47 99753-3133,+5547997533133,"-26,2932956","-48,8536496","P44W+MG América, Joinville - SC, Brasil",Clínica de Quiropraxia
Estúdio de Pilates Bruna Andrade,Estúdio de pilates,,,,,,"R. Cambará, 585 - sala 01 térreo - Centro, Londrina - PR, 86010-530, Brasil",Centro,"R. Cambará, 585 - sala 01 térreo",Londrina,86010-530,Paraná,BR,,,+55 43 99916-5260,+5543999165260,"-23,3189374","-51,1570224","MRJV+C5 Centro, Londrina - PR, Brasil",Estúdio de pilates
Linea Pilates,Estúdio de pilates,,,,,,"R. Joinville, 881 - 301 - Vila Nova, Blumenau - SC, 89035-200, Brasil",Vila Nova,"R. Joinville, 881 - 301",Blumenau,89035-200,Santa Catarina,BR,,,+55 47 99260-6060,+5547992606060,"-26,9032191","-49,0876312","3WW6+PW Vila Nova, Blumenau - SC, Brasil",Estúdio de pilates
Victória Schüler Studio Pilates e Treinamento Funcional,Estúdio de pilates,,,,,,"R. Antônina, 17 - Itoupava Norte, Blumenau - SC, 89052-650, Brasil",Itoupava Norte,"R. Antônina, 17",Blumenau,89052-650,Santa Catarina,BR,,,+55 47 99111-0681,+5547991110681,"-26,8836321","-49,0750035","4W8F+GX Itoupava Norte, Blumenau - SC, Brasil",Estúdio de pilates
Vitalità Pilates & Bem-Estar,Estúdio de pilates,,,,,,"R. 7 de Setembro, 876 - sala 404 - Centro, Blumenau - SC, 89010-202, Brasil",Centro,"R. 7 de Setembro, 876 - sala 404",Blumenau,89010-202,Santa Catarina,BR,,,+55 47 3325-5465,+554733255465,"-26,9218002","-49,0654146","3WHM+7R Centro, Blumenau - SC, Brasil",Estúdio de pilates
Follow UP Studio de Pilates,Estúdio de pilates,,,,,,"R. Benjamin Constant, 2836 - Vila Nova, Blumenau - SC, 89035-100, Brasil",Vila Nova,"R. Benjamin Constant, 2836",Blumenau,89035-100,Santa Catarina,BR,,,+55 47 99684-1615,+5547996841615,"-26,9064236","-49,0919187","3WV5+C6 Vila Nova, Blumenau - SC, Brasil",Estúdio de pilates
Studio de Pilates Patrícia Heringer,Estúdio de pilates,,,,,,"R. Capinzal, 171 - Garcia, Blumenau - SC, 89022-450, Brasil",Garcia,"R. Capinzal, 171",Blumenau,89022-450,Santa Catarina,BR,,,+55 47 99628-8415,+5547996288415,"-26,9551429","-49,0704061","2WVH+WR Garcia, Blumenau - SC, Brasil",Estúdio de pilates
Sani Centro de Fisioterapia Ltda,Clínica de Fisioterapia,,,,,,"R. Monsenhor Gercino, 3304 - Itaum, Joinville - SC, 89208-000, Brasil",Itaum,"R. Monsenhor Gercino, 3304",Joinville,89208-000,Santa Catarina,BR,,,+55 47 3423-0063,+554734230063,"-26,3411611","-48,8223048","M55H+G3 Itaum, Joinville - SC, Brasil",Clínica de Fisioterapia
Aera Pilates - Ribeirão Preto,Estúdio de pilates,,,,,,"Av. Carlos Consoni, 89 - Jardim Canada, Ribeirão Preto - SP, 14024-010, Brasil",Jardim Canada,"Av. Carlos Consoni, 89",Ribeirão Preto,14024-010,São Paulo,BR,,,+55 16 99777-3918,+5516997773918,"-21,2181995","-47,8140689","Q5JP+P9 Jardim Canada, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Studio Pilates e Tal - Estúdio de Pilates em Ribeirão Preto - Pilates em Ribeirão Preto,Estúdio de pilates,Fisioterapeuta,,,,,"R. Dom Alberto Gonçalves, 1473 - Campos Elísios, Ribeirão Preto - SP, 14085-100, Brasil",Campos Elísios,"R. Dom Alberto Gonçalves, 1473",Ribeirão Preto,14085-100,São Paulo,BR,,,+55 16 99109-2970,+5516991092970,"-21,159393","-47,792614","R6R4+6X Campos Elísios, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Karina Pilates - Estúdio de Pilates em Ribeirão Preto,Estúdio de pilates,Sala de fitness,Academia,Personal trainer,Programa de condicionamento físico,Centro de bem-estar,"Av. Prof. João Fiúsa, 507 - Sala Pilates - Alto da Boa Vista, Ribeirão Preto - SP, 14020-299, Brasil",Alto da Boa Vista,"Av. Prof. João Fiúsa, 507 - Sala Pilates",Ribeirão Preto,14020-299,São Paulo,BR,,,+55 16 98156-8637,+5516981568637,"-21,1975675","-47,8183372","R52J+XM Alto da Boa Vista, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Santé Fisioterapia e Pilates,Estúdio de pilates,Clínica de Fisioterapia,,,,,"Praça Dr. Osmani Emboaba da Costa, 38 - Alto da Boa Vista, Ribeirão Preto - SP, 14025-319, Brasil",Alto da Boa Vista,"Praça Dr. Osmani Emboaba da Costa, 38",Ribeirão Preto,14025-319,São Paulo,BR,,,+55 16 99717-4277,+5516997174277,"-21,1984316","-47,8161018","R52M+JH Alto da Boa Vista, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Benyamin Massoterapeuta,Clínica de Quiropraxia,Massoterapeuta,,,,,"Rua Ao Lado Do Mercado Dos Anjos - Rua: Pedro Francisco Vieira, 74 - Fátima, Joinville - SC, 89229-310, Brasil",Fátima,"Rua Ao Lado Do Mercado Dos Anjos - Rua: Pedro Francisco Vieira, 74",Joinville,89229-310,Santa Catarina,BR,,,+55 47 3436-5722,+554734365722,"-26,328289","-48,8106498","M5CQ+MP Fátima, Joinville - SC, Brasil",Clínica de Quiropraxia
Única Cuidados Integrados,Clínica de Quiropraxia,Centro de saúde e beleza,,,,,"R. Maestro Sílvio Perini, 146 - Casa Comercial - Bucarein, Joinville - SC, 89202-270, Brasil",Bucarein,"R. Maestro Sílvio Perini, 146 - Casa Comercial",Joinville,89202-270,Santa Catarina,BR,,,+55 47 99653-3740,+5547996533740,"-26,318255","-48,8387578","M5J6+MF Bucarein, Joinville - SC, Brasil",Clínica de Quiropraxia
Clínica de Terapia Ortopédica,Clínica ortopédica,,,,,,"R. José Urias Fortes, 630 - Jardim Panorama, São José do Rio Preto - SP, 15091-220, Brasil",Jardim Panorama,"R. José Urias Fortes, 630",São José do Rio Preto,15091-220,São Paulo,BR,,,+55 17 3226-6412,+551732266412,"-20,8322597","-49,4028351","5H9W+3V Jardim Panorama, São José do Rio Preto - SP, Brasil",Clínica ortopédica
Dr. Felipe Costa - Ortopedista,Médico,,,,,,"R. Voluntários de São Paulo, 3943 - Vila Imperial, São José do Rio Preto - SP, 15015-200, Brasil",Vila Imperial,"R. Voluntários de São Paulo, 3943",São José do Rio Preto,15015-200,São Paulo,BR,,,+55 17 98166-4440,+5517981664440,"-20,8181036","-49,386439","5JJ7+QC Vila Imperial, São José do Rio Preto - SP, Brasil",Médico
Dr. Luiz Felipe Thomé Azevedo Marques,Clínica ortopédica,Cirurgião ortopédico,,,,,"Av. Pres. Juscelino K. de Oliveira, 3581 - Jardim Panorama, São José do Rio Preto - SP, 15093-215, Brasil",Jardim Panorama,"Av. Pres. Juscelino K. de Oliveira, 3581",São José do Rio Preto,15093-215,São Paulo,BR,,,+55 17 99145-9221,+5517991459221,"-20,8533553","-49,412144","4HWQ+M4 Jardim Panorama, São José do Rio Preto - SP, Brasil",Clínica ortopédica
Studio Pilates Celice Prade,Estúdio de pilates,,,,,,"R. Benjamin Constant, 1396 - Escola Agrícola, Blumenau - SC, 89037-500, Brasil",Escola Agrícola,"R. Benjamin Constant, 1396",Blumenau,89037-500,Santa Catarina,BR,,,+55 47 3037-3541,+554730373541,"-26,8990145","-49,0985477","4W22+9H Escola Agrícola, Blumenau - SC, Brasil",Estúdio de pilates
CRV Centro Integrado de Fisioterapia,Clínica de Fisioterapia,,,,,,"R. Humberto de Campos, 52 - América, Joinville - SC, 89204-220, Brasil",América,"R. Humberto de Campos, 52",Joinville,89204-220,Santa Catarina,BR,,,+55 47 3425-2359,+554734252359,"-26,2803543","-48,8501556","P49X+VW América, Joinville - SC, Brasil",Clínica de Fisioterapia
Studio Renata Cury - Pilates,Estúdio de pilates,,,,,,"Edifício Spasse Office - Av. Maurílio Biagi, 800 - Sala: 104 (1º andar - Santa Cruz do Jose Jacques, Ribeirão Preto - SP, 14020-750, Brasil",Santa Cruz do Jose Jacques,"Edifício Spasse Office - Av. Maurílio Biagi, 800 - Sala: 104 (1º andar",Ribeirão Preto,14020-750,São Paulo,BR,,,+55 16 98820-2052,+5516988202052,"-21,2014213","-47,7955492","Q6X3+CQ Santa Cruz do Jose Jacques, Ribeirão Preto - SP, Brasil",Estúdio de pilates
Clínica Dr. Hamilton Hidalgo - Ortopedista em São José do Rio Preto,Clínica ortopédica,,,,,,"Georgina Business Park - Av. Anísio Haddad, 8001 - Torre Zurich, sala 302 - Jardim Aclimacao, São José do Rio Preto - SP, 15091-751, Brasil",Jardim Aclimacao,"Georgina Business Park - Av. Anísio Haddad, 8001 - Torre Zurich, sala 302",São José do Rio Preto,15091-751,São Paulo,BR,,,+55 17 99763-1505,+5517997631505,"-20,8450791","-49,4014943","5H3X+XC Jardim Aclimacao, São José do Rio Preto - SP, Brasil",Clínica ortopédica